,시도명,시군구명,상호명,지점명,경도,위도,도로명주소,ID,스타벅스 매장수,브랜드명
169,서울특별시,영등포구,스타벅스,-점,126.903914224263,37.517212666105706,서울특별시 영등포구 영중로 15,서울 영등포,1,스타벅스
170,서울특별시,종로구,스타벅스,서울극장점,126.99164569051099,37.5696872619054,서울특별시 종로구 돈화문로 13,서울 종로,1,스타벅스
171,서울특별시,강북구,스타벅스강북구청사거리점,강북구청사거리점,127.02732798436001,37.64003343807929,서울특별시 강북구 도봉로 365,서울 강북,1,스타벅스
172,부산광역시,부산진구,스타벅스,양정역점,129.069277594677,35.1701008815796,부산광역시 부산진구 중앙대로 894,부산 부산진,1,스타벅스
173,서울특별시,강남구,스타벅스청담사거리점,청담사거리점,127.046850137088,37.523759873683204,서울특별시 강남구 도산대로 458,서울 강남,1,스타벅스
174,서울특별시,종로구,스타벅스,종로관철점,126.98598268804301,37.5690710988316,서울특별시 종로구 종로12길 21,서울 종로,1,스타벅스
175,서울특별시,송파구,스타벅스방이역점,방이역점,127.12663853234301,37.5085452424071,서울특별시 송파구 마천로 53,서울 송파,1,스타벅스
176,서울특별시,광진구,스타벅스강변역점,강변역점,127.09257856655898,37.5358608133798,서울특별시 광진구 구의강변로 64,서울 광진,1,스타벅스
177,서울특별시,서초구,스타벅스서초파라곤점,서초파라곤점,127.027403494967,37.494938817542,서울특별시 서초구 서초대로74길 29,서울 서초,1,스타벅스
178,서울특별시,종로구,스타벅스종로평창,종로평창점,126.966763285432,37.60579292442,서울특별시 종로구 평창문화로 51,서울 종로,1,스타벅스
179,서울특별시,강남구,스타벅스,압구정역2점,127.02789685336398,37.5240469060232,서울특별시 강남구 논현로 841,서울 강남,1,스타벅스
180,서울특별시,강동구,스타벅스,천호이마트점,127.12519757952101,37.538963301202,서울특별시 강동구 천호대로 1015-14,서울 강동,1,스타벅스
181,부산광역시,연제구,스타벅스,부산교대점,129.077497589889,35.1957265804807,부산광역시 연제구 교대로 20-2,부산 연제,1,스타벅스
182,서울특별시,중구,스타벅스명동중앙로,명동중앙로점,126.98573772021099,37.5637618569889,서울특별시 중구 명동길 60,서울 중구,1,스타벅스
183,서울특별시,강남구,스타벅스신압구정점,신압구정점,127.036420025086,37.5281084112342,서울특별시 강남구 언주로174길 29,서울 강남,1,스타벅스
