,시도명,시군구명,상호명,지점명,경도,위도,도로명주소,ID,이디야 매장수,브랜드명
1206,경기도,여주시,이디야커피,여주중앙점,127.63615922038099,37.2958328937785,경기도 여주시 여흥로 115,여주,1,이디야
1207,충청북도,청주시 청원구,이디야커피,오창2산업단지점,127.45108181211901,36.732764488834796,충청북도 청주시 청원구 오창읍 주성1길 18,청주 청원,1,이디야
1208,경기도,성남시 분당구,이디야커피,분당쉐르빌점,127.107619672722,37.358600167978004,경기도 성남시 분당구 정자일로 100,성남 분당,1,이디야
1209,충청북도,음성군,메이트플러스이디야커피충북,혁신점,127.543771279884,36.9111217919903,충청북도 음성군 맹동면 대하로 265,음성,1,이디야
1210,경기도,수원시 장안구,이디야커피[장안구청점],-,127.008697985137,37.301206733817395,경기도 수원시 장안구 송원로 69,수원 장안,1,이디야
1211,경기도,부천시,이디야커피,역곡북부역점,126.812177911001,37.4862580417955,경기도 부천시 부일로 743,부천,1,이디야
1212,경기도,성남시 분당구,이디야커피,수내푸른마을점,127.126809950421,37.366393573505505,경기도 성남시 분당구 불정로 254,성남 분당,1,이디야
1213,경기도,시흥시,이디야커피,시흥우림아울렛점,126.786483031731,37.448090110816004,경기도 시흥시 서해안로 1605,시흥,1,이디야
1214,강원도,춘천시,이디야커피,퇴계점,127.731594915031,37.863196725647796,강원도 춘천시 퇴계로93번길 15,춘천,1,이디야
1215,강원도,철원군,이디야커피,동송터미널점,127.218471424671,38.2071850924796,강원도 철원군 동송읍 이평1로 1,철원,1,이디야
1216,경기도,고양시 일산서구,이디야커피,이마트탄현점,126.760286001836,37.68849063755621,경기도 고양시 일산서구 경의로 798,고양 일산서,1,이디야
1217,경기도,부천시,이디야커피,부천중동로데오점,126.77562409707701,37.501337621830004,경기도 부천시 소향로253번길 17,부천,1,이디야
1218,경기도,수원시 영통구,이디야수원디지털엠파이어2,-,127.050262510626,37.247455142690896,경기도 수원시 영통구 신원로 88,수원 영통,1,이디야
1219,경기도,의왕시,이디야커피,의왕포일점,126.986454675928,37.3977396535665,경기도 의왕시 포일세거리로 23,의왕,1,이디야
1220,경기도,포천시,이디야커피,포천신읍점,127.204049259922,37.8979160235334,경기도 포천시 중앙로 136,포천,1,이디야
1221,충청북도,괴산군,이디야커피,충북괴산점,127.794281436523,36.8094269880977,충청북도 괴산군 괴산읍 읍내로11길 4,괴산,1,이디야
1222,경기도,성남시 수정구,이디야커피동서울대점,동서울대점,127.126865104846,37.4589613709507,경기도 성남시 수정구 복정로 68,성남 수정,1,이디야
1223,경기도,하남시,이디야커피,하남점,127.206460303445,37.54163680371421,경기도 하남시 하남대로 821,하남,1,이디야
1224,경기도,부천시,이디야커피,중동점,126.762500483484,37.5029849068097,경기도 부천시 석천로 171,부천,1,이디야
1225,경기도,평택시,이디야커피,서정리코레일점,127.053001431369,37.0569917430054,경기도 평택시 탄현로 51,평택,1,이디야
1226,경기도,양주시,이디야커피,덕정역점,127.06263384566401,37.842544417404596,경기도 양주시 화합로 1373,양주,1,이디야
1227,경기도,안양시 동안구,이디야커피,평촌학원가점,126.95920220226299,37.3838337329787,경기도 안양시 동안구 평촌대로 133,안양 동안,1,이디야
1228,충청북도,청주시 청원구,이디야커피,청주대점,127.488331598981,36.65175016362471,충청북도 청주시 청원구 상당로 261-1,청주 청원,1,이디야
